300,VALENTIA OBSERVATORY EI,20000805,170.000
301,VALENTIA OBSERVATORY EI,20000818,170.000
302,VALENTIA OBSERVATORY EI,20000827,170.000
303,VALENTIA OBSERVATORY EI,20000831,170.000
304,VALENTIA OBSERVATORY EI,20000911,170.000
305,BRON LYON AEROPORT FR,20130430,170.000
306,VITORIA FORONDA SP,19830912,170.000
307,VITORIA FORONDA SP,19831016,170.000
308,VALENTIA OBSERVATORY EI,19990829,169.000
309,VALENTIA OBSERVATORY EI,19990915,169.000
310,VALENTIA OBSERVATORY EI,20000809,169.000
311,BRON LYON AEROPORT FR,20130310,169.000
312,VALENTIA OBSERVATORY EI,20000617,168.000
313,VALENTIA OBSERVATORY EI,20000904,168.000
314,BRON LYON AEROPORT FR,20130427,168.000
315,VITORIA FORONDA SP,19830826,168.000
316,VITORIA FORONDA SP,19831020,168.000
317,VITORIA FORONDA SP,19831111,168.000
318,VALENTIA OBSERVATORY EI,20000624,167.000
319,VALENTIA OBSERVATORY EI,20000712,167.000
320,VALENTIA OBSERVATORY EI,20000915,167.000
321,VALENTIA OBSERVATORY EI,19990914,166.000
322,VALENTIA OBSERVATORY EI,19990918,166.000
323,VALENTIA OBSERVATORY EI,20000916,166.000
324,VITORIA FORONDA SP,19831024,166.000
325,VITORIA FORONDA SP,19831105,166.000
326,VITORIA FORONDA SP,19831109,166.000
327,VALENTIA OBSERVATORY EI,19990908,165.000
328,VALENTIA OBSERVATORY EI,20000513,165.000
329,VALENTIA OBSERVATORY EI,20000803,165.000
330,VALENTIA OBSERVATORY EI,20000924,165.000
331,VALENTIA OBSERVATORY EI,19990921,164.000
332,VALENTIA OBSERVATORY EI,20000821,164.000
333,VALENTIA OBSERVATORY EI,20000912,164.000
334,BRON LYON AEROPORT FR,20130304,164.000
335,VITORIA FORONDA SP,19831023,164.000
336,VALENTIA OBSERVATORY EI,19990924,163.000
337,VALENTIA OBSERVATORY EI,20000602,163.000
338,VALENTIA OBSERVATORY EI,20000625,163.000
339,VALENTIA OBSERVATORY EI,19990813,162.000
340,VALENTIA OBSERVATORY EI,19990816,162.000
341,VALENTIA OBSERVATORY EI,20000506,162.000
342,VALENTIA OBSERVATORY EI,20000613,162.000
343,VALENTIA OBSERVATORY EI,20000921,162.000
344,VALENTIA OBSERVATORY EI,20000923,162.000
345,VALENTIA OBSERVATORY EI,20000926,162.000
346,VALENTIA OBSERVATORY EI,20001002,162.000
347,VALENTIA OBSERVATORY EI,20001003,162.000
348,VITORIA FORONDA SP,19831018,162.000
349,VITORIA FORONDA SP,19831127,162.000
350,VALENTIA OBSERVATORY EI,20000514,161.000
351,VALENTIA OBSERVATORY EI,20000601,161.000
352,VALENTIA OBSERVATORY EI,20000707,161.000
353,VALENTIA OBSERVATORY EI,20000804,161.000
354,VALENTIA OBSERVATORY EI,20000927,161.000
355,VALENTIA OBSERVATORY EI,20000603,160.000
356,VITORIA FORONDA SP,19831104,160.000
357,VALENTIA OBSERVATORY EI,19990917,159.000
358,VALENTIA OBSERVATORY EI,20000917,159.000
359,BRON LYON AEROPORT FR,20130311,158.000
360,VITORIA FORONDA SP,19830911,158.000
361,VITORIA FORONDA SP,19831106,158.000
362,VITORIA FORONDA SP,19831125,158.000
363,VALENTIA OBSERVATORY EI,20000504,157.000
364,VALENTIA OBSERVATORY EI,20000612,157.000
365,VALENTIA OBSERVATORY EI,20000622,157.000
366,VALENTIA OBSERVATORY EI,19990911,156.000
367,VALENTIA OBSERVATORY EI,19990925,156.000
368,VALENTIA OBSERVATORY EI,20000605,156.000
369,VALENTIA OBSERVATORY EI,20000614,156.000
370,VALENTIA OBSERVATORY EI,20000930,156.000
371,VITORIA FORONDA SP,19831126,156.000
372,VALENTIA OBSERVATORY EI,20000505,155.000
373,VALENTIA OBSERVATORY EI,20000620,155.000
374,BRON LYON AEROPORT FR,20130323,155.000
375,VALENTIA OBSERVATORY EI,19991109,154.000
376,VALENTIA OBSERVATORY EI,20000713,154.000
377,VITORIA FORONDA SP,19830628,154.000
378,VITORIA FORONDA SP,19831011,154.000
379,VITORIA FORONDA SP,19831103,154.000
380,VITORIA FORONDA SP,19831115,154.000
381,VALENTIA OBSERVATORY EI,19990912,153.000
382,VALENTIA OBSERVATORY EI,19990916,153.000
383,VALENTIA OBSERVATORY EI,19991006,153.000
384,VALENTIA OBSERVATORY EI,20000711,153.000
385,BRON LYON AEROPORT FR,20130422,153.000
386,VALENTIA OBSERVATORY EI,19991022,152.000
387,VALENTIA OBSERVATORY EI,20000928,152.000
388,VALENTIA OBSERVATORY EI,20001014,152.000
389,VITORIA FORONDA SP,19830627,152.000
390,VITORIA FORONDA SP,19831102,152.000
391,VITORIA FORONDA SP,19831110,152.000
392,VITORIA FORONDA SP,19831124,152.000
393,VALENTIA OBSERVATORY EI,20000604,151.000
394,VALENTIA OBSERVATORY EI,20001017,151.000
395,BRON LYON AEROPORT FR,20130309,151.000
396,VALENTIA OBSERVATORY EI,19991008,150.000
397,VALENTIA OBSERVATORY EI,19991009,150.000
398,VALENTIA OBSERVATORY EI,19991013,150.000
399,VALENTIA OBSERVATORY EI,19991024,150.000
400,VALENTIA OBSERVATORY EI,19991029,150.000
401,VALENTIA OBSERVATORY EI,20000610,150.000
402,VALENTIA OBSERVATORY EI,20000710,150.000
403,VALENTIA OBSERVATORY EI,20000714,150.000
404,VALENTIA OBSERVATORY EI,20001006,150.000
405,BRON LYON AEROPORT FR,20130404,150.000
406,VALENTIA OBSERVATORY EI,19990913,149.000
407,VALENTIA OBSERVATORY EI,20000530,149.000
408,VALENTIA OBSERVATORY EI,19990930,148.000
409,VALENTIA OBSERVATORY EI,20000606,148.000
410,VITORIA FORONDA SP,19831114,148.000
411,VALENTIA OBSERVATORY EI,19991010,147.000
412,VALENTIA OBSERVATORY EI,20000313,147.000
413,VALENTIA OBSERVATORY EI,20000708,147.000
414,VALENTIA OBSERVATORY EI,20000709,147.000
415,VALENTIA OBSERVATORY EI,19991018,146.000
416,VALENTIA OBSERVATORY EI,20000429,146.000
417,VALENTIA OBSERVATORY EI,20000512,146.000
418,VALENTIA OBSERVATORY EI,20000918,146.000
419,VALENTIA OBSERVATORY EI,20000929,146.000
420,VALENTIA OBSERVATORY EI,20001007,146.000
421,VITORIA FORONDA SP,19831220,146.000
422,VALENTIA OBSERVATORY EI,19990926,145.000
423,VALENTIA OBSERVATORY EI,19991014,145.000
424,VALENTIA OBSERVATORY EI,19991023,145.000
425,VALENTIA OBSERVATORY EI,20000611,145.000
426,VALENTIA OBSERVATORY EI,20010324,145.000
427,VALENTIA OBSERVATORY EI,20000515,144.000
428,VITORIA FORONDA SP,19830526,144.000
429,VITORIA FORONDA SP,19831121,144.000
430,VALENTIA OBSERVATORY EI,19990927,143.000
431,VALENTIA OBSERVATORY EI,19991012,143.000
432,VALENTIA OBSERVATORY EI,19991027,143.000
433,VALENTIA OBSERVATORY EI,20001128,143.000
434,BRON LYON AEROPORT FR,20130308,143.000
435,BRON LYON AEROPORT FR,20130321,143.000
436,VALENTIA OBSERVATORY EI,19991007,142.000
437,VALENTIA OBSERVATORY EI,20000529,142.000
438,VALENTIA OBSERVATORY EI,20001026,142.000
439,VALENTIA OBSERVATORY EI,20001027,142.000
440,VITORIA FORONDA SP,19831123,142.000
441,VALENTIA OBSERVATORY EI,20000521,141.000
442,VALENTIA OBSERVATORY EI,20000531,141.000
443,VALENTIA OBSERVATORY EI,20000609,141.000
444,VALENTIA OBSERVATORY EI,20000623,141.000
445,VALENTIA OBSERVATORY EI,20000920,141.000
446,VALENTIA OBSERVATORY EI,19991103,140.000
447,VALENTIA OBSERVATORY EI,20001001,140.000
448,VALENTIA OBSERVATORY EI,20001005,140.000
449,BRON LYON AEROPORT FR,20130320,140.000
450,VITORIA FORONDA SP,19830522,140.000
451,VITORIA FORONDA SP,19831228,140.000
452,VITORIA FORONDA SP,19840307,140.000
453,VALENTIA OBSERVATORY EI,19991003,139.000
454,VALENTIA OBSERVATORY EI,19991021,139.000
455,VALENTIA OBSERVATORY EI,19991031,139.000
456,VALENTIA OBSERVATORY EI,20000424,139.000
457,VALENTIA OBSERVATORY EI,20000621,139.000
458,VALENTIA OBSERVATORY EI,20001015,139.000
459,VALENTIA OBSERVATORY EI,19991001,138.000
460,VALENTIA OBSERVATORY EI,19991108,138.000
461,VALENTIA OBSERVATORY EI,20000522,138.000
462,VALENTIA OBSERVATORY EI,20000524,138.000
463,VALENTIA OBSERVATORY EI,20010323,138.000
464,VITORIA FORONDA SP,19831223,138.000
465,VALENTIA OBSERVATORY EI,19991002,137.000
466,VALENTIA OBSERVATORY EI,19991011,137.000
467,VALENTIA OBSERVATORY EI,20000608,137.000
468,VALENTIA OBSERVATORY EI,19991025,136.000
469,VALENTIA OBSERVATORY EI,19991101,136.000
470,VALENTIA OBSERVATORY EI,20000320,136.000
471,VALENTIA OBSERVATORY EI,20000919,136.000
472,BRON LYON AEROPORT FR,20130405,136.000
473,VITORIA FORONDA SP,19831129,136.000
474,VALENTIA OBSERVATORY EI,19991005,135.000
475,VALENTIA OBSERVATORY EI,19991026,135.000
476,VALENTIA OBSERVATORY EI,20000419,135.000
477,VALENTIA OBSERVATORY EI,20000421,135.000
478,VALENTIA OBSERVATORY EI,20000607,135.000
